,index
20221230,1742.6944778462305
20230103,1744.7887345911602
20230104,1745.068920427574
20230105,1746.3447186122976
20230106,1745.6141103978016
20230109,1745.4072259133802
20230110,1741.6496316860278
20230111,1743.888554220546
20230112,1746.895702814082
20230113,1748.6468698306592
20230116,1746.9305575780224
20230117,1746.931110381364
20230118,1749.512342515074
20230119,1748.9370507603617
20230120,1749.6575473378027
20230130,1754.398802144214
20230131,1756.9828648046705
20230201,1757.6544683180605
20230202,1758.1154881005318
20230203,1757.021076682702
20230206,1754.6134841132653
20230207,1755.233637001474
20230208,1753.7539573316708
20230209,1757.0315339575911
20230210,1753.7800098709397
20230213,1756.039661169574
20230214,1756.66326358346
20230215,1754.0170292422858
20230216,1754.6200944189163
20230217,1751.3856582961337
20230220,1750.979286224248
20230221,1752.1141528197993
20230222,1752.572683822683
20230223,1751.235958105272
20230224,1750.485681911941
20230227,1748.4536973762542
20230228,1750.2630558405224
20230301,1753.6333522685034
20230302,1752.3835464182955
20230303,1754.16261491965
20230306,1755.56211893384
20230307,1755.13676578852
20230308,1752.9238150352871
20230309,1753.4171869802683
20230310,1750.1663165665284
20230313,1751.021900911186
20230314,1749.718550450072
20230315,1747.1862336711422
20230316,1743.951563636815
20230317,1744.5995229421512
20230320,1741.8417547236595
20230321,1741.480835247746
20230322,1742.7613814611916
20230323,1742.5073148602444
20230324,1741.4353766314873
20230327,1743.5427048726142
20230328,1744.4814711008003
20230329,1743.4989948905368
20230330,1744.0341810026198
